record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
17158,2,24,1990,18,RM,F,17,15,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
17293,3,29,1990,18,RM,F,16,14,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
17400,4,24,1990,18,RM,F,16,8,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
17498,5,23,1990,18,RM,F,15,9,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
17687,7,21,1990,18,RM,F,16,12,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
17743,8,16,1990,18,RM,F,16,16,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
18074,12,15,1990,18,RM,M,16,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
18341,2,16,1991,18,RM,F,16,12,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
18357,2,16,1991,18,RM,F,17,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
18465,3,13,1991,18,RM,F,15,12,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
18565,4,19,1991,18,RM,M,NA,13,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
18572,4,19,1991,18,RM,M,15,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
19120,10,10,1991,18,RM,M,17,7,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
19225,11,13,1991,18,RM,M,16,12,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
19234,11,13,1991,18,RM,F,12,14,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
19248,11,13,1991,18,RM,F,16,12,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
19382,12,7,1991,18,RM,M,16,9,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
19408,12,7,1991,18,RM,F,16,13,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
19444,12,7,1991,18,RM,M,18,14,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
19644,2,6,1992,18,RM,F,16,9,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
19649,2,6,1992,18,RM,F,16,7,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
19890,4,4,1992,18,RM,M,17,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
20531,12,21,1992,18,RM,F,16,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
20589,1,24,1993,18,RM,F,16,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
20599,1,24,1993,18,RM,M,16,10,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
20638,2,19,1993,18,RM,M,16,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
20646,2,19,1993,18,RM,F,15,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
20656,2,19,1993,18,RM,F,16,10,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
20726,3,17,1993,18,RM,F,16,15,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
20919,6,18,1993,18,RM,F,17,8,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
21042,8,19,1993,18,RM,M,17,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
21117,9,16,1993,18,RM,M,17,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
21280,12,14,1993,18,RM,F,14,8,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
21285,12,14,1993,18,RM,M,16,11,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
