record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
17631,6,22,1990,3,RM,M,16,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
17702,7,22,1990,3,RM,F,15,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
17791,8,17,1990,3,RM,F,15,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
17916,10,16,1990,3,RM,M,16,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
18027,11,11,1990,3,RM,F,17,15,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
18053,11,11,1990,3,RM,M,16,8,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
18140,12,16,1990,3,RM,F,17,15,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
18152,12,16,1990,3,RM,F,15,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
18169,12,16,1990,3,RM,M,16,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
18272,1,12,1991,3,RM,M,16,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
18411,2,17,1991,3,RM,F,16,13,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
18502,3,14,1991,3,RM,M,17,14,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
18507,3,14,1991,3,RM,F,17,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
18864,7,13,1991,3,RM,M,15,7,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19291,11,14,1991,3,RM,M,16,8,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19298,11,14,1991,3,RM,F,17,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19480,12,8,1991,3,RM,M,16,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19491,12,8,1991,3,RM,M,16,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19493,12,8,1991,3,RM,M,15,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19495,12,8,1991,3,RM,M,15,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19586,1,9,1992,3,RM,M,17,8,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19702,2,7,1992,3,RM,M,17,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19765,3,7,1992,3,RM,F,16,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19808,3,7,1992,3,RM,M,16,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
19812,3,7,1992,3,RM,M,16,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20053,5,31,1992,3,RM,M,17,13,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20150,7,4,1992,3,RM,F,16,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20508,10,19,1992,3,RM,M,16,14,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20513,10,19,1992,3,RM,F,12,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20563,12,22,1992,3,RM,F,17,12,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20623,1,25,1993,3,RM,M,17,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20670,2,26,1993,3,RM,M,16,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20676,2,26,1993,3,RM,M,17,12,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20741,3,18,1993,3,RM,M,18,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20742,3,18,1993,3,RM,F,18,12,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
20810,4,24,1993,3,RM,F,17,15,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21075,8,20,1993,3,RM,F,17,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21136,9,17,1993,3,RM,F,16,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21144,9,17,1993,3,RM,F,17,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21201,10,16,1993,3,RM,M,16,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21301,12,15,1993,3,RM,F,16,6,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21363,2,2,1994,3,RM,M,17,7,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21456,3,12,1994,3,RM,M,NA,8,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21459,3,12,1994,3,RM,F,16,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21522,4,11,1994,3,RM,M,16,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21524,4,11,1994,3,RM,F,17,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21695,7,9,1994,3,RM,M,17,12,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21699,7,9,1994,3,RM,F,22,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21788,9,7,1994,3,RM,F,18,14,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21843,10,13,1994,3,RM,F,18,14,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
21980,12,5,1994,3,RM,F,16,16,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
22331,6,8,1995,3,RM,F,NA,NA,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
22760,9,24,1995,3,RM,M,15,NA,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
23075,12,3,1995,3,RM,M,17,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
23191,12,22,1995,3,RM,F,17,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
23758,4,15,1996,3,RM,M,18,12,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
23776,4,15,1996,3,RM,M,18,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
24725,11,17,1996,3,RM,M,17,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
25055,2,9,1997,3,RM,M,18,11,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
25877,5,11,1997,3,RM,F,17,18,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
27180,11,22,1997,3,RM,F,16,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
29093,1,17,1999,3,RM,M,15,13,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
9143,5,13,1984,3,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Long-term Krat Exclosure
9259,5,28,1984,3,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Long-term Krat Exclosure
9266,5,28,1984,3,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Long-term Krat Exclosure
27622,3,2,1998,3,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Long-term Krat Exclosure
27629,3,2,1998,3,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Long-term Krat Exclosure
5174,1,1,1982,3,PM,M,20,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8677,11,13,1983,3,PM,M,22,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
10101,3,17,1985,3,PM,M,18,11,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
10306,4,21,1985,3,PM,M,19,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12027,11,16,1986,3,PM,F,20,18,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12035,11,16,1986,3,PM,M,20,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12121,12,15,1986,3,PM,NA,NA,25,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12162,12,15,1986,3,PM,F,20,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12247,2,1,1987,3,PM,F,19,10,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12268,2,1,1987,3,PM,F,20,29,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12304,2,1,1987,3,PM,M,20,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
