record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
8902,2,5,1984,8,DM,M,37,38,Dipodomys,merriami,Rodent,Control
9185,5,13,1984,8,DM,F,35,43,Dipodomys,merriami,Rodent,Control
9329,7,4,1984,8,DM,M,37,42,Dipodomys,merriami,Rodent,Control
9454,8,1,1984,8,DM,M,37,43,Dipodomys,merriami,Rodent,Control
9516,8,26,1984,8,DM,M,35,45,Dipodomys,merriami,Rodent,Control
9580,9,30,1984,8,DM,M,36,44,Dipodomys,merriami,Rodent,Control
9593,9,30,1984,8,DM,M,35,33,Dipodomys,merriami,Rodent,Control
9594,9,30,1984,8,DM,F,33,35,Dipodomys,merriami,Rodent,Control
9611,9,30,1984,8,DM,M,36,43,Dipodomys,merriami,Rodent,Control
9687,10,21,1984,8,DM,M,36,40,Dipodomys,merriami,Rodent,Control
9693,10,21,1984,8,DM,F,35,39,Dipodomys,merriami,Rodent,Control
9696,10,21,1984,8,DM,F,35,35,Dipodomys,merriami,Rodent,Control
9776,12,31,1984,8,DM,M,35,35,Dipodomys,merriami,Rodent,Control
9919,1,20,1985,8,DM,M,35,36,Dipodomys,merriami,Rodent,Control
10027,2,17,1985,8,DM,M,36,41,Dipodomys,merriami,Rodent,Control
10122,3,17,1985,8,DM,F,35,50,Dipodomys,merriami,Rodent,Control
10128,3,17,1985,8,DM,M,36,43,Dipodomys,merriami,Rodent,Control
10322,4,21,1985,8,DM,F,34,22,Dipodomys,merriami,Rodent,Control
10332,4,21,1985,8,DM,M,34,39,Dipodomys,merriami,Rodent,Control
10335,4,21,1985,8,DM,F,37,52,Dipodomys,merriami,Rodent,Control
10338,4,21,1985,8,DM,F,37,50,Dipodomys,merriami,Rodent,Control
10344,4,21,1985,8,DM,M,38,46,Dipodomys,merriami,Rodent,Control
10360,4,21,1985,8,DM,M,37,45,Dipodomys,merriami,Rodent,Control
10368,4,21,1985,8,DM,M,37,52,Dipodomys,merriami,Rodent,Control
10607,7,24,1985,8,DM,F,37,44,Dipodomys,merriami,Rodent,Control
10613,7,24,1985,8,DM,M,35,44,Dipodomys,merriami,Rodent,Control
10630,7,24,1985,8,DM,F,37,42,Dipodomys,merriami,Rodent,Control
10723,8,20,1985,8,DM,F,36,46,Dipodomys,merriami,Rodent,Control
10725,8,20,1985,8,DM,M,36,49,Dipodomys,merriami,Rodent,Control
10797,9,22,1985,8,DM,M,36,39,Dipodomys,merriami,Rodent,Control
10807,9,22,1985,8,DM,M,36,48,Dipodomys,merriami,Rodent,Control
10814,9,22,1985,8,DM,M,37,52,Dipodomys,merriami,Rodent,Control
10816,9,22,1985,8,DM,M,38,52,Dipodomys,merriami,Rodent,Control
10830,9,22,1985,8,DM,F,37,44,Dipodomys,merriami,Rodent,Control
10834,9,22,1985,8,DM,F,34,50,Dipodomys,merriami,Rodent,Control
10904,10,13,1985,8,DM,M,37,38,Dipodomys,merriami,Rodent,Control
10921,10,13,1985,8,DM,M,36,48,Dipodomys,merriami,Rodent,Control
10929,10,13,1985,8,DM,F,39,44,Dipodomys,merriami,Rodent,Control
10944,10,13,1985,8,DM,F,39,41,Dipodomys,merriami,Rodent,Control
10948,10,13,1985,8,DM,M,38,51,Dipodomys,merriami,Rodent,Control
10950,10,13,1985,8,DM,F,38,42,Dipodomys,merriami,Rodent,Control
11021,11,17,1985,8,DM,M,36,37,Dipodomys,merriami,Rodent,Control
11058,11,17,1985,8,DM,M,37,43,Dipodomys,merriami,Rodent,Control
11062,11,17,1985,8,DM,F,38,41,Dipodomys,merriami,Rodent,Control
11082,11,17,1985,8,DM,F,37,40,Dipodomys,merriami,Rodent,Control
11158,12,8,1985,8,DM,M,35,37,Dipodomys,merriami,Rodent,Control
11189,12,8,1985,8,DM,M,36,45,Dipodomys,merriami,Rodent,Control
11199,12,8,1985,8,DM,F,38,42,Dipodomys,merriami,Rodent,Control
11219,12,8,1985,8,DM,F,38,41,Dipodomys,merriami,Rodent,Control
11524,5,11,1986,8,DM,M,36,NA,Dipodomys,merriami,Rodent,Control
11629,6,5,1986,8,DM,M,38,45,Dipodomys,merriami,Rodent,Control
11733,7,4,1986,8,DM,M,37,44,Dipodomys,merriami,Rodent,Control
11783,8,10,1986,8,DM,F,NA,66,Dipodomys,merriami,Rodent,Control
11956,10,5,1986,8,DM,M,37,48,Dipodomys,merriami,Rodent,Control
12309,2,1,1987,8,DM,F,36,46,Dipodomys,merriami,Rodent,Control
12314,2,1,1987,8,DM,M,36,46,Dipodomys,merriami,Rodent,Control
12467,3,2,1987,8,DM,M,37,46,Dipodomys,merriami,Rodent,Control
12572,4,6,1987,8,DM,M,36,48,Dipodomys,merriami,Rodent,Control
12586,4,6,1987,8,DM,F,33,21,Dipodomys,merriami,Rodent,Control
12608,4,6,1987,8,DM,F,37,46,Dipodomys,merriami,Rodent,Control
12697,4,26,1987,8,DM,M,34,44,Dipodomys,merriami,Rodent,Control
12844,5,28,1987,8,DM,M,36,47,Dipodomys,merriami,Rodent,Control
12866,5,28,1987,8,DM,F,35,47,Dipodomys,merriami,Rodent,Control
12982,7,1,1987,8,DM,M,38,46,Dipodomys,merriami,Rodent,Control
13005,7,1,1987,8,DM,F,35,50,Dipodomys,merriami,Rodent,Control
13032,7,1,1987,8,DM,M,36,29,Dipodomys,merriami,Rodent,Control
13034,7,1,1987,8,DM,M,39,48,Dipodomys,merriami,Rodent,Control
13161,7,26,1987,8,DM,F,NA,48,Dipodomys,merriami,Rodent,Control
13172,7,26,1987,8,DM,M,NA,47,Dipodomys,merriami,Rodent,Control
13191,7,26,1987,8,DM,M,NA,48,Dipodomys,merriami,Rodent,Control
13314,8,26,1987,8,DM,M,37,45,Dipodomys,merriami,Rodent,Control
13466,9,27,1987,8,DM,M,39,52,Dipodomys,merriami,Rodent,Control
13470,9,27,1987,8,DM,M,35,29,Dipodomys,merriami,Rodent,Control
13477,9,27,1987,8,DM,F,37,46,Dipodomys,merriami,Rodent,Control
13599,10,25,1987,8,DM,M,36,37,Dipodomys,merriami,Rodent,Control
13622,10,25,1987,8,DM,F,36,45,Dipodomys,merriami,Rodent,Control
13634,10,25,1987,8,DM,M,36,47,Dipodomys,merriami,Rodent,Control
13645,10,25,1987,8,DM,M,36,38,Dipodomys,merriami,Rodent,Control
13741,11,22,1987,8,DM,F,36,44,Dipodomys,merriami,Rodent,Control
13766,11,22,1987,8,DM,F,36,39,Dipodomys,merriami,Rodent,Control
13789,11,22,1987,8,DM,M,37,47,Dipodomys,merriami,Rodent,Control
