record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
4375,5,3,1981,19,PM,F,20,25,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
4641,7,7,1981,19,PM,M,22,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
4893,10,24,1981,19,PM,M,19,18,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
4992,11,22,1981,19,PM,M,21,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5083,12,30,1981,19,PM,F,21,10,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5106,12,30,1981,19,PM,F,22,9,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5111,12,30,1981,19,PM,M,23,22,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5215,1,24,1982,19,PM,M,21,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5330,2,22,1982,19,PM,M,21,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5538,3,29,1982,19,PM,M,21,22,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5573,3,29,1982,19,PM,M,21,12,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5576,3,29,1982,19,PM,M,20,18,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5581,3,29,1982,19,PM,M,20,11,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5731,4,28,1982,19,PM,M,20,19,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
5884,5,21,1982,19,PM,M,21,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6089,6,29,1982,19,PM,M,NA,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6134,6,29,1982,19,PM,F,NA,34,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6292,7,27,1982,19,PM,M,NA,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6303,7,27,1982,19,PM,F,NA,25,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6324,7,27,1982,19,PM,M,NA,22,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6329,8,15,1982,19,PM,F,20,18,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6414,8,15,1982,19,PM,F,21,27,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6603,9,19,1982,19,PM,M,21,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6636,9,19,1982,19,PM,M,21,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6684,10,23,1982,19,PM,M,20,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6771,10,23,1982,19,PM,M,21,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6982,11,21,1982,19,PM,M,20,22,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
7027,11,21,1982,19,PM,F,19,15,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
7481,3,14,1983,19,PM,M,21,26,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
7942,6,17,1983,19,PM,M,21,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
7964,6,17,1983,19,PM,M,20,26,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8067,7,16,1983,19,PM,M,20,27,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8085,7,16,1983,19,PM,F,20,18,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8091,7,16,1983,19,PM,M,21,19,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8155,8,15,1983,19,PM,M,19,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8276,9,10,1983,19,PM,M,20,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8327,9,10,1983,19,PM,M,21,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8452,10,15,1983,19,PM,M,18,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8689,12,8,1983,19,PM,M,20,22,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8720,12,8,1983,19,PM,F,21,15,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8934,3,12,1984,19,PM,F,20,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
9812,1,19,1985,19,PM,M,20,7,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
10053,3,16,1985,19,PM,F,19,14,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
10387,5,23,1985,19,PM,F,21,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
10546,7,23,1985,19,PM,F,21,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
10856,10,12,1985,19,PM,M,21,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
11486,5,10,1986,19,PM,F,21,15,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
11547,6,4,1986,19,PM,F,21,26,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
11555,6,4,1986,19,PM,M,20,19,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
11571,6,4,1986,19,PM,F,21,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
11646,7,3,1986,19,PM,F,20,22,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
11666,7,3,1986,19,PM,M,20,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
11679,7,3,1986,19,PM,M,19,12,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
11901,10,4,1986,19,PM,F,20,25,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12095,12,14,1986,19,PM,F,19,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12203,1,31,1987,19,PM,F,19,25,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12220,1,31,1987,19,PM,M,18,18,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12336,3,1,1987,19,PM,F,20,30,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12471,4,4,1987,19,PM,M,21,26,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12498,4,4,1987,19,PM,F,19,33,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12861,5,28,1987,19,PM,M,19,25,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
12954,6,30,1987,19,PM,F,20,26,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
13048,7,25,1987,19,PM,M,NA,18,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
13234,8,25,1987,19,PM,M,20,17,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
13407,9,26,1987,19,PM,M,21,17,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
13686,11,21,1987,19,PM,M,22,25,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
13699,11,21,1987,19,PM,F,20,19,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
13726,11,21,1987,19,PM,M,20,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
13903,1,23,1988,19,PM,M,22,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
13907,1,23,1988,19,PM,F,21,15,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
14038,2,21,1988,19,PM,M,21,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
14076,2,21,1988,19,PM,F,21,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
14347,4,17,1988,19,PM,M,21,26,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
14667,7,14,1988,19,PM,M,21,18,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
15355,1,10,1989,19,PM,F,21,28,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
15530,2,4,1989,19,PM,F,21,26,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
15696,3,12,1989,19,PM,M,21,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
16107,6,3,1989,19,PM,M,22,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
23559,3,23,1996,19,PM,M,20,14,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
23570,3,23,1996,19,PM,M,21,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
24828,12,18,1996,19,PM,M,19,28,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
24831,12,18,1996,19,PM,F,20,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
24865,12,18,1996,19,PM,F,20,11,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25000,2,8,1997,19,PM,F,21,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25213,3,15,1997,19,PM,F,21,25,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25499,4,12,1997,19,PM,M,21,19,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25557,4,12,1997,19,PM,F,19,28,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25684,5,10,1997,19,PM,M,19,17,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25711,5,10,1997,19,PM,F,20,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25715,5,10,1997,19,PM,F,20,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25757,5,10,1997,19,PM,M,19,13,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25772,5,10,1997,19,PM,F,20,13,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25821,5,10,1997,19,PM,F,21,25,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25971,6,9,1997,19,PM,F,20,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25975,6,9,1997,19,PM,F,21,22,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
25978,6,9,1997,19,PM,M,21,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
26027,6,9,1997,19,PM,F,20,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
26343,7,9,1997,19,PM,M,21,17,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
26396,7,9,1997,19,PM,M,21,19,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
26978,10,25,1997,19,PM,M,20,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
27029,10,25,1997,19,PM,F,19,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
27542,3,1,1998,19,PM,F,20,NA,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
27710,3,29,1998,19,PM,F,20,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
27878,5,28,1998,19,PM,F,21,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
28216,7,18,1998,19,PM,M,20,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
28370,8,22,1998,19,PM,F,19,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
29055,1,16,1999,19,PM,M,20,29,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
29195,2,20,1999,19,PM,M,20,22,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
29458,4,17,1999,19,PM,M,21,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
29587,5,15,1999,19,PM,M,20,20,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
10450,6,15,1985,19,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
19386,12,7,1991,19,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
20348,9,26,1992,19,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
22704,9,23,1995,19,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
28047,6,27,1998,19,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
28702,10,24,1998,19,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
32407,8,25,2001,19,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
33601,3,13,2002,19,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
33821,4,16,2002,19,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure
3152,7,21,1980,19,AB,NA,NA,NA,Amphispiza,bilineata,Bird,Long-term Krat Exclosure
