record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
19817,3,7,1992,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
20586,1,24,1993,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
20903,6,18,1993,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
21383,2,20,1994,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
21811,10,12,1994,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
21824,10,12,1994,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
21899,11,1,1994,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
23165,12,21,1995,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
23356,2,24,1996,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
23517,3,23,1996,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
26106,6,10,1997,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
26136,6,10,1997,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
26811,9,27,1997,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
27336,12,28,1997,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
27462,1,31,1998,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
27547,3,1,1998,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
27571,3,1,1998,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
28953,12,22,1998,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
29203,2,20,1999,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
29883,10,9,1999,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
29887,10,9,1999,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
30968,7,1,2000,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
31418,9,30,2000,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
31967,4,21,2001,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
32861,10,13,2001,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
33453,2,9,2002,17,AH,NA,NA,NA,Ammospermophilus,harrisi,Rodent,Control
